id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;veiculos
1228897;2013-01-01;Terça;02:15:00;SP;116;160.0;JACAREI;Outras;Colisão com objeto fixo;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Dupla;Reta;Urbano;1;1
1229219;2013-01-01;Terça;18:30:00;SP;116;111.5;TAUBATE;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;5;3
1229780;2013-01-02;Quarta;17:30:00;SP;116;127.3;CACAPAVA;Falta de atenção;Tombamento;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1229810;2013-01-01;Terça;05:40:00;SP;116;224.0;GUARULHOS;Defeito mecânico em veículo;Colisão com objeto móvel;Sem Vítimas;Amanhecer;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
1229852;2013-01-02;Quarta;15:30:00;SP;116;209.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;2;2
1230175;2013-01-03;Quinta;09:40:00;SP;116;228.0;SAO PAULO;Outras;Colisão Transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;5;3
1230238;2013-01-03;Quinta;12:00:00;SP;116;147.2;SAO JOSE DOS CAMPOS;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Urbano;2;2
1230419;2013-01-03;Quinta;19:20:00;SP;116;104.7;TAUBATE;Outras;Colisão lateral;Sem Vítimas;Anoitecer;Crescente;Nublado;Múltipla;Reta;Rural;2;2
1230429;2013-01-03;Quinta;19:30:00;SP;116;212.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Plena noite;Crescente;Nublado;Múltipla;Reta;Urbano;3;3
1230502;2013-01-03;Quinta;07:20:00;SP;116;145.0;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Simples;Reta;Urbano;4;4
1230811;2013-01-04;Sexta;08:00:00;SP;116;101.3;PINDAMONHANGABA;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2;2
1230839;2013-01-04;Sexta;16:20:00;SP;116;123.6;CACAPAVA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Urbano;5;4
1230845;2013-01-03;Quinta;07:10:00;SP;116;222.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
1230888;2013-01-04;Sexta;16:20:00;SP;116;131.9;CACAPAVA;Outras;Colisão Transversal;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1231314;2013-01-05;Sábado;16:30:00;SP;116;103.0;PINDAMONHANGABA;Outras;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Rural;1;1
1231409;2013-01-05;Sábado;16:00:00;SP;116;162.0;JACAREI;Ultrapassagem indevida;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;3;3
1231447;2013-01-03;Quinta;20:15:00;SP;116;112.2;TAUBATE;Outras;Colisão lateral;Sem Vítimas;Plena noite;Decrescente;Nublado;Dupla;Reta;Urbano;2;2
1231453;2013-01-03;Quinta;17:30:00;SP;116;105.8;TAUBATE;Outras;Tombamento;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;1;1
1231593;2013-01-06;Domingo;15:15:00;SP;116;102.0;PINDAMONHANGABA;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Sol;Dupla;Reta;Rural;2;2
1231603;2013-01-04;Sexta;09:40:00;SP;116;149.3;SAO JOSE DOS CAMPOS;Outras;Atropelamento de pessoa;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;Reta;Urbano;2;1
1231680;2013-01-06;Domingo;15:00:00;SP;116;102.0;PINDAMONHANGABA;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Rural;2;2
1231684;2013-01-06;Domingo;15:40:00;SP;116;101.9;PINDAMONHANGABA;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Rural;4;4
1231792;2013-01-06;Domingo;23:20:00;SP;116;147.5;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Chuva;Simples;Reta;Urbano;2;2
1231794;2013-01-06;Domingo;20:45:00;SP;116;225.0;GUARULHOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;3;2
1231924;2013-01-07;Segunda;07:30:00;SP;116;229.0;SAO PAULO;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
1231956;2013-01-03;Quinta;01:00:00;SP;116;168.0;JACAREI;Outras;Colisão com objeto fixo;Sem Vítimas;Plena noite;Decrescente;Ceu Claro;Dupla;Reta;Urbano;1;1
1231965;2013-01-05;Sábado;17:00:00;SP;116;101.7;PINDAMONHANGABA;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Sol;Dupla;Reta;Rural;2;2
1232008;2013-01-04;Sexta;21:00:00;SP;116;210.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Plena noite;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
1232021;2013-01-07;Segunda;08:10:00;SP;116;124.2;CACAPAVA;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2;2
1232028;2013-01-03;Quinta;19:30:00;SP;116;102.0;TAUBATE;Outras;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Nublado;Dupla;Reta;Rural;5;5
1232080;2013-01-04;Sexta;04:30:00;SP;116;101.0;PINDAMONHANGABA;Outras;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Rural;4;2
1232099;2013-01-07;Segunda;10:40:00;SP;116;100.7;PINDAMONHANGABA;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Múltipla;Reta;Rural;2;2
1232120;2013-01-07;Segunda;08:30:00;SP;116;208.0;GUARULHOS;Falta de atenção;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;2;2
1232121;2013-01-07;Segunda;13:10:00;SP;116;146.0;SAO JOSE DOS CAMPOS;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Urbano;3;3
1232137;2013-01-07;Segunda;03:21:00;SP;116;190.4;SANTA ISABEL;Falta de atenção;Colisão com objeto fixo;Com Vítimas Feridas;Plena noite;Decrescente;Nublado;Dupla;Reta;Urbano;4;4
1232152;2013-01-04;Sexta;04:30:00;SP;116;180.0;GUARAREMA;Animais na Pista;Atropelamento de animal;Sem Vítimas;Plena noite;Decrescente;Ceu Claro;Dupla;Reta;Rural;1;1
1232163;2013-01-07;Segunda;15:30:00;SP;116;214.0;GUARULHOS;Dormindo;Colisão com objeto fixo;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;3;1
1232211;2013-01-07;Segunda;14:00:00;SP;116;186.3;SANTA ISABEL;Falta de atenção;Saída de Pista;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Curva;Urbano;1;1
1232303;2013-01-08;Terça;03:35:00;SP;116;101.2;PINDAMONHANGABA;Dormindo;Colisão lateral;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Dupla;Reta;Urbano;2;2
1232579;2013-01-08;Terça;14:40:00;SP;116;214.0;GUARULHOS;Outras;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;2;1
1232671;2013-01-03;Quinta;06:30:00;SP;116;139.8;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Capotamento;Sem Vítimas;Amanhecer;Crescente;Ceu Claro;Simples;Reta;Rural;3;3
1232823;2013-01-09;Quarta;09:30:00;SP;116;209.0;GUARULHOS;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;2;2
1232842;2013-01-09;Quarta;11:10:00;SP;116;128.5;CACAPAVA;Outras;Capotamento;Sem Vítimas;Pleno dia;Crescente;Sol;Dupla;Reta;Urbano;2;2
1232935;2013-01-08;Terça;12:40:00;SP;116;216.0;GUARULHOS;Defeito na via;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
1232976;2013-01-05;Sábado;21:00:00;SP;116;225.0;GUARULHOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Plena noite;Crescente;Ceu Claro;Simples;Reta;Urbano;2;2
1233034;2013-01-09;Quarta;16:20:00;SP;116;191.0;SANTA ISABEL;Falta de atenção;Saída de Pista;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Rural;1;1
1233218;2013-01-05;Sábado;19:30:00;SP;116;219.0;GUARULHOS;Velocidade incompatível;Tombamento;Sem Vítimas;Plena noite;Crescente;Nublado;Simples;Curva;Urbano;1;1
1233249;2013-01-06;Domingo;22:30:00;SP;116;200.6;ARUJA;Outras;Atropelamento de pessoa;Com Vítimas Fatais;Plena noite;Crescente;Chuva;Dupla;Reta;Urbano;2;1
1233331;2013-01-08;Terça;00:01:00;SP;116;194.7;SANTA ISABEL;Falta de atenção;Colisão lateral;Sem Vítimas;Plena noite;Crescente;Nublado;Dupla;Reta;Urbano;2;2
1233433;2013-01-10;Quinta;10:40:00;SP;116;189.2;SANTA ISABEL;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Rural;1;1
1233438;2013-01-07;Segunda;00:40:00;SP;116;229.0;SAO PAULO;Ingestão de álcool;Colisão com objeto fixo;Com Vítimas Feridas;Plena noite;Crescente;Ceu Claro;Múltipla;Reta;Urbano;4;1
1233498;2013-01-06;Domingo;19:42:00;SP;116;187.6;SANTA ISABEL;Outras;Colisão com objeto fixo;Sem Vítimas;Plena noite;Decrescente;Chuva;Dupla;Reta;Rural;1;1
1233501;2013-01-07;Segunda;15:20:00;SP;116;183.0;SANTA ISABEL;Outras;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;3;2
1233513;2013-01-03;Quinta;04:30:00;SP;116;223.4;GUARULHOS;Falta de atenção;Colisão lateral;Sem Vítimas;Plena noite;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
1233535;2013-01-09;Quarta;00:20:00;SP;116;219.0;GUARULHOS;Falta de atenção;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;2;2
1233551;2013-01-08;Terça;19:40:00;SP;116;228.0;SAO PAULO;Outras;Colisão lateral;Sem Vítimas;Anoitecer;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
1233581;2013-01-10;Quinta;15:30:00;SP;116;139.9;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;4;4
1233595;2013-01-10;Quinta;11:00:00;SP;116;205.7;GUARULHOS;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1233658;2013-01-10;Quinta;17:30:00;SP;116;149.5;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;3;3
1233730;2013-01-10;Quinta;21:20:00;SP;116;203.0;ARUJA;Outras;Colisão com objeto fixo;Ignorado;Plena noite;Crescente;Chuva;Múltipla;Reta;Urbano;1;1
1233899;2013-01-07;Segunda;23:42:00;SP;116;157.0;SAO JOSE DOS CAMPOS;Falta de atenção;Capotamento;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Dupla;Reta;Rural;1;1
1233962;2013-01-10;Quinta;21:30:00;SP;116;195.0;GUARULHOS;Dormindo;Colisão traseira;Sem Vítimas;Plena noite;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1234161;2013-01-08;Terça;00:50:00;SP;116;177.7;GUARAREMA;Outras;Colisão com objeto móvel;Sem Vítimas;Plena noite;Decrescente;Ceu Claro;Dupla;Reta;Rural;1;1
1234396;2013-01-03;Quinta;09:30:00;SP;116;227.0;SAO PAULO;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Urbano;2;2
1234464;2013-01-11;Sexta;07:50:00;SP;116;218.0;GUARULHOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;3;2
1234514;2013-01-09;Quarta;00:05:00;SP;116;107.0;TAUBATE;Defeito mecânico em veículo;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Plena noite;Crescente;Nublado;Dupla;Reta;Urbano;2;1
1234580;2013-01-12;Sábado;07:50:00;SP;116;124.0;CACAPAVA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Urbano;4;3
1234584;2013-01-12;Sábado;09:10:00;SP;116;126.9;CACAPAVA;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Urbano;4;4
1234684;2013-01-12;Sábado;12:20:00;SP;116;180.0;GUARAREMA;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Rural;1;1
1234715;2013-01-12;Sábado;13:45:00;SP;116;161.0;JACAREI;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Urbano;2;2
1234720;2013-01-08;Terça;09:00:00;SP;116;227.0;SAO PAULO;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Simples;Reta;Urbano;2;2
1234828;2013-01-12;Sábado;12:50:00;SP;116;213.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Urbano;2;2
1234848;2013-01-09;Quarta;23:45:00;SP;116;197.0;ARUJA;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Plena noite;Crescente;Chuva;Dupla;Reta;Rural;3;2
1234858;2013-01-12;Sábado;15:30:00;SP;116;227.0;SAO PAULO;Defeito mecânico em veículo;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Urbano;5;5
1234875;2013-01-12;Sábado;13:08:00;SP;116;116.0;TAUBATE;Ingestão de álcool;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;3;3
1234894;2013-01-09;Quarta;07:00:00;SP;116;203.0;ARUJA;Falta de atenção;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Curva;Urbano;2;2
1234926;2013-01-12;Sábado;17:25:00;SP;116;141.0;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1234981;2013-01-12;Sábado;22:35:00;SP;116;140.8;SAO JOSE DOS CAMPOS;Outras;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Chuva;Dupla;Reta;Urbano;5;4
1234990;2013-01-07;Segunda;06:30:00;SP;116;229.0;SAO PAULO;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;3;2
1235094;2013-01-09;Quarta;22:40:00;SP;116;99.7;PINDAMONHANGABA;Ingestão de álcool;Tombamento;Sem Vítimas;Plena noite;Crescente;Nublado;Dupla;Reta;Rural;1;1
1235107;2013-01-10;Quinta;07:00:00;SP;116;212.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Amanhecer;Crescente;Chuva;Múltipla;Reta;Urbano;3;3
1235279;2013-01-05;Sábado;11:05:00;SP;116;225.0;GUARULHOS;Animais na Pista;Atropelamento de animal;Sem Vítimas;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;1;1
1235293;2013-01-09;Quarta;17:30:00;SP;116;228.0;SAO PAULO;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;1;1
1235335;2013-01-10;Quinta;07:00:00;SP;116;212.0;GUARULHOS;Outras;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
1235342;2013-01-01;Terça;18:10:00;SP;116;206.0;GUARULHOS;Outras;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;2;2
1235351;2013-01-13;Domingo;17:00:00;SP;116;192.0;SANTA ISABEL;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Rural;2;2
1235356;2013-01-09;Quarta;16:00:00;SP;116;202.0;ARUJA;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Urbano;2;2
1235375;2013-01-13;Domingo;18:00:00;SP;116;218.0;GUARULHOS;Outras;Saída de Pista;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;1;1
1235412;2013-01-07;Segunda;07:40:00;SP;116;209.5;GUARULHOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Dupla;Reta;Urbano;3;3
1235448;2013-01-11;Sexta;09:20:00;SP;116;229.5;SAO PAULO;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;2;2
1235480;2013-01-12;Sábado;07:30:00;SP;116;219.0;GUARULHOS;Velocidade incompatível;Colisão frontal;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Simples;Curva;Urbano;7;2
1235536;2013-01-13;Domingo;05:45:00;SP;116;139.0;SAO JOSE DOS CAMPOS;Ingestão de álcool;Tombamento;Sem Vítimas;Amanhecer;Crescente;Chuva;Dupla;Reta;Urbano;1;1
1235596;2013-01-09;Quarta;23:30:00;SP;116;225.0;GUARULHOS;Outras;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
1235608;2013-01-10;Quinta;13:30:00;SP;116;204.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Urbano;2;2
1235714;2013-01-11;Sexta;22:20:00;SP;116;147.2;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Plena noite;Decrescente;Nublado;Múltipla;Reta;Urbano;4;3
1235888;2013-01-12;Sábado;19:00:00;SP;116;225.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
1235987;2013-01-13;Domingo;09:00:00;SP;116;160.0;JACAREI;Falta de atenção;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Urbano;2;2
1236027;2013-01-10;Quinta;18:00:00;SP;116;189.0;SANTA ISABEL;Desobediência à sinalização;Colisão com objeto fixo;Sem Vítimas;Anoitecer;Crescente;Chuva;Dupla;Curva;Rural;1;1
1236031;2013-01-11;Sexta;03:00:00;SP;116;144.0;SAO JOSE DOS CAMPOS;Outras;Colisão com objeto fixo;Sem Vítimas;Plena noite;Crescente;Chuva;Simples;Reta;Urbano;1;1
1236201;2013-01-12;Sábado;01:22:00;SP;116;131.0;CACAPAVA;Outras;Colisão traseira;Sem Vítimas;Plena noite;Crescente;Nublado;Dupla;Reta;Urbano;2;2
1236346;2013-01-11;Sexta;23:20:00;SP;116;191.0;SANTA ISABEL;Falta de atenção;Saída de Pista;Sem Vítimas;Plena noite;Crescente;Chuva;Simples;Curva;Rural;1;1
1236358;2013-01-15;Terça;08:10:00;SP;116;165.2;JACAREI;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
1236421;2013-01-12;Sábado;23:00:00;SP;116;111.0;TAUBATE;Ingestão de álcool;Colisão traseira;Sem Vítimas;Plena noite;Decrescente;Nublado;Dupla;Reta;Urbano;2;2
1236512;2013-01-15;Terça;10:20:00;SP;116;188.0;SANTA ISABEL;Falta de atenção;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Reta;Rural;2;2
1236561;2013-01-15;Terça;18:00:00;SP;116;216.0;GUARULHOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
1236568;2013-01-11;Sexta;23:25:00;SP;116;172.0;JACAREI;Outras;Colisão com objeto fixo;Sem Vítimas;Plena noite;Decrescente;Nublado;Dupla;Reta;Urbano;1;1
1236577;2013-01-12;Sábado;03:35:00;SP;116;158.9;JACAREI;Dormindo;Capotamento;Com Vítimas Feridas;Plena noite;Crescente;Nublado;Dupla;Reta;Urbano;1;1
1236615;2013-01-12;Sábado;06:45:00;SP;116;99.0;PINDAMONHANGABA;Dormindo;Colisão com objeto fixo;Sem Vítimas;Amanhecer;Crescente;Chuva;Simples;Reta;Urbano;1;1
1236640;2013-01-08;Terça;07:10:00;SP;116;212.3;GUARULHOS;Falta de atenção;Colisão lateral;Sem Vítimas;Amanhecer;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;3;3
1236739;2013-01-01;Terça;03:20:00;SP;116;223.9;GUARULHOS;Desobediência à sinalização;Atropelamento de pessoa;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;1
1236753;2013-01-02;Quarta;15:30:00;SP;116;200.0;ARUJA;Velocidade incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Urbano;3;2
1236755;2013-01-10;Quinta;15:30:00;SP;116;218.0;GUARULHOS;Falta de atenção;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Urbano;2;2
1236756;2013-01-13;Domingo;03:33:00;SP;116;149.0;SAO JOSE DOS CAMPOS;Outras;Capotamento;Sem Vítimas;Plena noite;Decrescente;Chuva;Dupla;Reta;Urbano;1;1
1236880;2013-01-15;Terça;04:10:00;SP;116;204.0;ARUJA;Falta de atenção;Colisão lateral;Sem Vítimas;Plena noite;Decrescente;Nublado;Dupla;Reta;Urbano;2;2
1236914;2013-01-15;Terça;08:00:00;SP;116;160.6;JACAREI;Outras;Saída de Pista;Sem Vítimas;Amanhecer;Decrescente;Chuva;Dupla;Reta;Urbano;1;1
1236925;2013-01-12;Sábado;19:12:00;SP;116;155.0;SAO JOSE DOS CAMPOS;Outras;Colisão com objeto móvel;Sem Vítimas;Anoitecer;Decrescente;Ceu Claro;Dupla;Reta;Urbano;1;1
1237158;2013-01-16;Quarta;09:30:00;SP;116;227.3;SAO PAULO;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Urbano;3;3
1237159;2013-01-15;Terça;14:10:00;SP;116;175.0;JACAREI;Outras;Colisão com objeto fixo;Sem Vítimas;Pleno dia;Crescente;Chuva;Dupla;Reta;Rural;2;2
1237160;2013-01-04;Sexta;23:20:00;SP;116;105.4;TAUBATE;Outras;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Plena noite;Decrescente;Ceu Claro;Dupla;Reta;Rural;1;1
1237210;2013-01-16;Quarta;14:25:00;SP;116;104.7;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;3;3
1237220;2013-01-16;Quarta;13:29:00;SP;116;104.0;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;3;3
1237223;2013-01-16;Quarta;15:35:00;SP;116;115.6;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Urbano;3;3
1237251;2013-01-16;Quarta;14:25:00;SP;116;104.0;TAUBATE;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;2;2
1237329;2013-01-16;Quarta;05:40:00;SP;116;205.0;GUARULHOS;Ultrapassagem indevida;Capotamento;Com Vítimas Feridas;Amanhecer;Decrescente;Ceu Claro;Dupla;Reta;Urbano;3;2
1237330;2013-01-14;Segunda;05:20:00;SP;116;117.0;TAUBATE;Outras;Saída de Pista;Sem Vítimas;Amanhecer;Crescente;Nublado;Dupla;Reta;Urbano;2;2
