id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;veiculos
83306113;2015-01-16;Sexta;17:00:00;SP;116;105.5;TAUBATE;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Rural;2;2
83306115;2015-01-16;Sexta;13:35:00;SP;116;219.0;GUARULHOS;Não guardar distância de segurança;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Urbano;1;1
83306122;2015-01-20;Terça;08:57:00;SP;116;99.0;PINDAMONHANGABA;Falta de atenção;Tombamento;Sem Vítimas;Pleno dia;Crescente;Sol;Simples;Curva;Urbano;1;1
83306152;2015-01-16;Sexta;16:50:00;SP;116;104.7;TAUBATE;Outras;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Rural;4;3
83306199;2015-01-16;Sexta;18:05:00;SP;116;154.0;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;7;4
83306225;2015-01-16;Sexta;18:00:00;SP;116;115.4;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;7;7
83306257;2015-01-16;Sexta;17:00:00;SP;116;115.2;TAUBATE;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2;2
83306286;2015-01-20;Terça;17:50:00;SP;116;224.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83306295;2015-01-16;Sexta;12:10:00;SP;116;228.0;SAO PAULO;Outras;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Reta;Urbano;3;3
83306311;2015-01-16;Sexta;16:50:00;SP;116;113.2;TAUBATE;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Urbano;4;2
83306362;2015-01-19;Segunda;11:00:00;SP;116;219.0;GUARULHOS;Outras;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83306378;2015-01-16;Sexta;08:10:00;SP;116;117.4;TAUBATE;Outras;Colisão com objeto fixo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Urbano;3;1
83306385;2015-01-19;Segunda;17:02:00;SP;116;215.0;GUARULHOS;Outras;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Múltipla;Reta;Urbano;2;2
83306421;2015-01-15;Quinta;17:45:00;SP;116;226.0;GUARULHOS;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Urbano;2;2
83306423;2015-01-19;Segunda;15:00:00;SP;116;223.0;GUARULHOS;Outras;Saída de Pista;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;1;1
83306560;2015-01-17;Sábado;22:20:00;SP;116;160.0;JACAREI;Ingestão de álcool;Colisão com bicicleta;Com Vítimas Feridas;Plena noite;Decrescente;Ceu Claro;Dupla;Reta;Urbano;5;5
83306562;2015-01-21;Quarta;09:55:00;SP;116;146.0;SAO JOSE DOS CAMPOS;Falta de atenção;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Sol;Dupla;Reta;Urbano;2;2
83306592;2015-01-18;Domingo;05:00:00;SP;116;148.0;SAO JOSE DOS CAMPOS;Falta de atenção;Capotamento;Sem Vítimas;Plena noite;Crescente;Ceu Claro;Múltipla;Reta;Urbano;1;1
83306612;2015-01-21;Quarta;14:39:00;SP;116;124.9;CACAPAVA;Não guardar distância de segurança;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;1;1
83306632;2015-01-21;Quarta;15:10:00;SP;116;149.5;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Urbano;3;3
83306713;2015-01-21;Quarta;10:35:00;SP;116;144.0;SAO JOSE DOS CAMPOS;Não guardar distância de segurança;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Ceu Claro;Dupla;Reta;Urbano;2;2
83306758;2015-01-18;Domingo;17:30:00;SP;116;147.0;SAO JOSE DOS CAMPOS;Outras;Colisão lateral;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Urbano;2;2
83306806;2015-01-21;Quarta;16:45:00;SP;116;218.0;GUARULHOS;Falta de atenção;Queda de motocicleta / bicicleta / veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Urbano;2;2
