id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;veiculos
183393;2019-01-04;sexta-feira;16:15:00;SP;116;200.9;ARUJA;Falta de Atenção à Condução;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Sim;2;1
184118;2019-01-09;quarta-feira;05:40:00;SP;116;215.0;GUARULHOS;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Múltipla;Reta;Não;2;2
184508;2019-01-11;sexta-feira;10:40:00;SP;116;219.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;2;2
184547;2019-01-11;sexta-feira;13:30:00;SP;116;189.0;SANTA ISABEL;Defeito Mecânico no Veículo;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;2;1
184622;2019-01-11;sexta-feira;19:30:00;SP;116;169.0;JACAREI;Pista Escorregadia;Tombamento;Sem Vítimas;Anoitecer;Decrescente;Chuva;Simples;Curva;Não;1;1
184887;2019-01-13;domingo;05:03:00;SP;116;108.0;TAUBATE;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;1
185520;2019-01-16;quarta-feira;08:45:00;SP;116;147.0;SAO JOSE DOS CAMPOS;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Sim;2;2
185666;2019-01-17;quinta-feira;02:30:00;SP;116;133.3;CACAPAVA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;3;2
185930;2019-01-18;sexta-feira;14:00:00;SP;116;213.1;GUARULHOS;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Reta;Sim;2;2
186038;2019-01-18;sexta-feira;22:40:00;SP;116;149.0;SAO JOSE DOS CAMPOS;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;2;2
186886;2019-01-23;quarta-feira;03:30:00;SP;116;127.7;CACAPAVA;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;1
187201;2019-01-24;quinta-feira;17:46:00;SP;116;197.0;ARUJA;Velocidade Incompatível;Colisão com objeto estático;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Sim;1;1
187697;2019-01-27;domingo;07:50:00;SP;116;162.0;JACAREI;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;2;2
188029;2019-01-28;segunda-feira;19:10:00;SP;116;161.0;JACAREI;Ingestão de Álcool;Derramamento de carga;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Sim;1;1
188302;2019-01-30;quarta-feira;12:10:00;SP;116;133.0;CACAPAVA;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;3
188551;2019-01-31;quinta-feira;22:40:00;SP;116;222.0;GUARULHOS;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;3
188969;2019-02-02;sábado;22:05:00;SP;116;152.0;SAO JOSE DOS CAMPOS;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Não Informado;Sim;2;2
189217;2019-02-04;segunda-feira;02:00:00;SP;116;142.3;SAO JOSE DOS CAMPOS;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;2;2
189705;2019-02-06;quarta-feira;16:45:00;SP;116;220.0;ARUJA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Não;2;2
