datetime,Ens0,Ens1,Ens2,Ens3,Ens4,Ens5,Ens6,Ens7,Ens8,Ens9,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Ens43,Ens44,Ens45,Ens46,Ens47,Ens48,Ens49,Ens50
2023-08-31,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135,20827.135
2023-09-01,20552.793,20552.174,20554.654,20552.129,20552.473,20553.438,20554.115,20552.283,20553.207,20552.258,20552.223,20552.426,20553.01,20552.78,20552.361,20552.146,20552.395,20553.842,20553.623,20552.36,20554.611,20552.86,20552.215,20552.635,20553.562,20555.863,20553.432,20553.104,20553.262,20552.736,20552.352,20552.61,20551.867,20552.443,20552.127,20552.328,20555.03,20554.424,20552.31,20552.588,20553.047,20553.55,20553.66,20552.604,20554.516,20552.469,20553.59,20552.533,20553.588,20552.385,20552.291
2023-09-02,20220.691,20219.473,20230.574,20219.74,20222.543,20233.355,20223.574,20211.568,20218.412,20217.914,20211.264,20214.22,20223.09,20223.584,20217.492,20211.838,20214.969,20224.656,20218.883,20213.816,20216.57,20219.07,20217.488,20213.441,20221.217,20228.01,20224.443,20214.56,20212.453,20211.861,20216.658,20232.201,20218.732,20220.31,20213.514,20233.04,20216.701,20216.395,20211.266,20228.428,20212.184,20212.932,20216.742,20220.477,20218.732,20217.904,20211.225,20212.727,20220.406,20210.2,20221.363
2023-09-03,19849.568,19847.145,19875.242,19855.273,19852.451,19901.104,19854.797,19831.148,19851.15,19855.932,19833.54,19842.61,19861.152,19849.295,19847.504,19841.742,19834.314,19862.004,19847.24,19837.47,19840.107,19854.299,19841.354,19842.834,19854.182,19864.857,19863.797,19833.795,19836.053,19835.88,19849.705,19874.33,19849.146,19861.426,19836.676,19874.395,19846.885,19839.512,19828.277,19865.646,19835.17,19834.043,19844.979,19849.37,19847.568,19839.012,19830.361,19835.7,19857.287,19830.049,19863.97
2023-09-04,19471.715,19466.127,19524.09,19485.807,19474.97,19590.008,19478.39,19445.676,19475.992,19490.65,19449.643,19469.84,19486.389,19461.336,19472.11,19470.617,19440.146,19493.527,19469.184,19455.148,19458.695,19487.975,19457.637,19474.752,19476.28,19498.053,19496.994,19445.318,19459.025,19452.014,19479.79,19508.496,19475.967,19499.95,19449.383,19503.848,19481.607,19458.262,19438.105,19492.764,19456.682,19449.715,19471.688,19474.037,19476.361,19450.018,19444.355,19451.166,19488.475,19441.186,19501.855
2023-09-05,19119.92,19107.023,19204.938,19140.402,19117.793,19314.734,19118.764,19092.64,19121.037,19145.37,19095.83,19117.822,19131.441,19090.53,19116.695,19129.635,19061.162,19143.393,19108.656,19099.594,19104.494,19143.28,19100.01,19145.076,19118.465,19161.465,19153.334,19086.197,19106.277,19108.39,19130.926,19168.807,19125.254,19159.953,19083.99,19163.586,19140.65,19096.396,19070.521,19138.912,19102.572,19088.057,19129.824,19138.79,19134.555,19080.465,19083.5,19089.945,19150.033,19076.686,19156.785
2023-09-06,18813.4,18805.76,18961.15,18851.652,18788.527,19070.432,18800.715,18783.6,18810.018,18845.729,18796.088,18814.783,18816.371,18756.008,18793.059,18839.8,18713.857,18831.93,18781.652,18795.6,18813.668,18840.605,18802.744,18860.93,18804.6,18866.035,18844.51,18772.26,18801.363,18826.027,18837.533,18867.918,18825.58,18847.074,18758.162,18896.43,18841.682,18775.104,18738.48,18831.092,18783.84,18773.854,18851.373,18875.44,18829.69,18745.533,18771.693,18762.312,18853.309,18758.68,18860.389
2023-09-07,18554.111,18540.705,18770.592,18595.22,18489.396,18855.307,18533.889,18531.895,18537.727,18579.89,18546.396,18569.668,18541.352,18454.12,18493.191,18603.133,18385.785,18556.135,18481.041,18555.291,18554.938,18576.566,18555.178,18603.426,18539.615,18624.66,18583.326,18492.793,18559.395,18587.139,18626.36,18632.605,18577.984,18560.65,18482.828,18682.73,18579.113,18494.045,18443.744,18558.79,18499.693,18532.969,18622.613,18680.803,18553.72,18446.227,18508.379,18456.615,18597.639,18495.635,18601.367
2023-09-08,18324.07,18293.734,18606.668,18353.477,18209.01,18678.037,18295.36,18329.217,18292.145,18339.5,18332.762,18351.395,18300.758,18151.799,18208.914,18404.818,18064.29,18297.473,18179.092,18361.785,18297.746,18326.932,18330.096,18344.85,18320.941,18399.521,18353.678,18232.363,18343.412,18368.002,18478.348,18430.535,18348.7,18283.686,18240.457,18483.129,18340.672,18224.822,18169.31,18306.771,18222.465,18311.145,18409.486,18512.26,18295.4,18171.209,18260.836,18152.375,18356.877,18254.557,18358.197
2023-09-09,18103.182,18044.246,18464.125,18110.438,17937.402,18528.861,18062.184,18172.066,18065.39,18108.344,18130.805,18139.873,18091.44,17845.334,17938.926,18239.314,17741.611,18051.004,17871.4,18208.586,18043.959,18098.707,18110.613,18087.115,18116.332,18174.592,18124.154,17965.443,18128.205,18141.424,18343.6,18230.354,18120.926,17997.111,18011.355,18294.094,18145.277,17961.793,17909.03,18058.717,17939.02,18110.428,18201.143,18354.297,18065.777,17910.904,18030.13,17839.848,18118.305,18015.467,18112.908
