datetime,Ens0,Ens1,Ens2,Ens3,Ens4,Ens5,Ens6,Ens7,Ens8,Ens9,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Ens43,Ens44,Ens45,Ens46,Ens47,Ens48,Ens49,Ens50
2023-08-13,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125,27079.392578125
2023-08-14,26864.189453125,26873.73046875,26866.75,26857.982421875,26860.630859375,26860.341796875,26875.57421875,26859.67578125,26879.74609375,26877.939453125,26868.275390625,26889.09765625,26878.232421875,26860.22265625,26870.060546875,26870.736328125,26871.12890625,26866.9296875,26867.580078125,26861.0546875,26873.244140625,26866.134765625,26875.31640625,26864.70703125,26864.07421875,26864.15234375,26880.453125,26859.19921875,26864.173828125,26860.80859375,26879.060546875,26867.49609375,26877.6328125,26873.9609375,26869.73828125,26859.6171875,26862.63671875,26867.513671875,26868.962890625,26871.1953125,26883.05859375,26859.212890625,26867.5078125,26867.021484375,26859.228515625,26875.65234375,26861.810546875,26861.158203125,26865.236328125,26859.943359375,26862.55078125
2023-08-15,26693.078125,26723.478515625,26706.671875,26675.408203125,26677.177734375,26680.576171875,26717.349609375,26672.91796875,26744.912109375,26764.779296875,26713.029296875,26784.9609375,26748.654296875,26672.662109375,26708.576171875,26727.71484375,26714.408203125,26700.3359375,26693.66796875,26673.849609375,26735.431640625,26691.259765625,26733.158203125,26687.89453125,26687.58203125,26685.427734375,26748.525390625,26668.607421875,26688.5859375,26672.52734375,26735.646484375,26693.970703125,26731.525390625,26717.189453125,26698.83203125,26671.685546875,26677.197265625,26695.328125,26702.72265625,26723.4296875,26759.609375,26664.384765625,26695.240234375,26692.14453125,26668.8359375,26724.87890625,26682.26171875,26680.904296875,26701.43359375,26672.5390625,26690.271484375
2023-08-16,26568.181640625,26609.17578125,26585.75390625,26537.537109375,26537.173828125,26533.802734375,26594.740234375,26504.908203125,26611.595703125,26863.5234375,26610.095703125,26808.76171875,26684.765625,26508.30859375,26579.412109375,26692.36328125,26596.234375,26570.205078125,26540.10546875,26496.904296875,26817.013671875,26567.099609375,26659.970703125,26554.537109375,26527.32421875,26541.455078125,26679.369140625,26496.94140625,26539.771484375,26500.798828125,26628.365234375,26540.18359375,26638.30078125,26580.14453125,26543.794921875,26497.673828125,26505.265625,26539.3203125,26586.2734375,26682.486328125,26754.828125,26479.837890625,26542.212890625,26515.712890625,26489.1328125,26628.041015625,26538.552734375,26527.1875,26576.74609375,26506.3125,26581.642578125
2023-08-17,26478.412109375,26487.318359375,26504.85546875,26467.75390625,26444.64453125,26403.84375,26566.861328125,26349.544921875,26439.8125,26952.740234375,26543.71875,26787.029296875,26605.642578125,26361.2265625,26458.994140625,26686.88671875,26487.65625,26475.20703125,26419.849609375,26338.615234375,26971.201171875,26513.15234375,26592.548828125,26525.16796875,26364.6484375,26447.66015625,26659.34765625,26361.330078125,26398.7734375,26342.017578125,26526.2109375,26405.416015625,26594.234375,26443.69921875,26399.025390625,26335.796875,26368.19140625,26394.365234375,26520.76953125,26701.431640625,26886.04296875,26321.767578125,26407.18359375,26322.892578125,26316.318359375,26561.09765625,26435.302734375,26430.529296875,26488.021484375,26364.91796875,26497.076171875
2023-08-18,26418.419921875,26357.80859375,26452.908203125,26458.34765625,26398.236328125,26257.87109375,26652.7421875,26192.962890625,26268.044921875,26909.46875,26532.37890625,26702.048828125,26507.0234375,26220.12109375,26334.853515625,26633.205078125,26351.83984375,26421.4921875,26357.0546875,26211.048828125,26991.6640625,26531.123046875,26533.232421875,26748.5,26182.220703125,26398.140625,26723.953125,26293.072265625,26260.681640625,26191.3203125,26429.41796875,26286.34375,26552.251953125,26289.765625,26250.5234375,26167.083984375,26293.380859375,26247.845703125,26513.1875,26755.087890625,26836.1328125,26209.765625,26320.30859375,26137.560546875,26130.896484375,26514.51171875,26415.0078125,26386.595703125,26462.392578125,26245.458984375,26395.521484375
2023-08-19,26373.220703125,26219.2421875,26377.287109375,26472.259765625,26373.9453125,26060.31640625,26674.88671875,25996.0234375,26104.63671875,26804.404296875,26520.765625,26583.72265625,26362.283203125,26063.400390625,26173.3359375,26599.892578125,26160.185546875,26374.544921875,26323.37890625,26100.82421875,26917.751953125,26627.13671875,26453.044921875,26916.59375,25966.814453125,26364.361328125,26813.595703125,26284.275390625,26086.005859375,26023.689453125,26319.982421875,26160.451171875,26459.912109375,26094.58984375,26068.068359375,25958.025390625,26306.482421875,26076.376953125,26463.39453125,26838.333984375,26659.130859375,26134.3828125,26272.88671875,25966.0625,25903.830078125,26442.251953125,26424.556640625,26324.18359375,26488.970703125,26120.2421875,26269.015625
2023-08-20,26304.755859375,26038.294921875,26270.65234375,26428.888671875,26331.974609375,25800.962890625,26591.779296875,25735.0703125,25897.2734375,26655.23828125,26449.2890625,26413.109375,26158.48046875,25890.591796875,25971.544921875,26545.728515625,25922.7578125,26283.078125,26305.9140625,25990.404296875,26792.265625,26679.060546875,26348.02734375,26901.380859375,25759.951171875,26379.166015625,26772.74609375,26279.603515625,25865.611328125,25837.642578125,26161.23046875,26001.583984375,26328.02734375,25892.05078125,25839.919921875,25728.88671875,26464.498046875,25871.08203125,26328.908203125,26956.447265625,26424.146484375,26053.2890625,26154.275390625,25776.650390625,25650.77734375,26322.685546875,26303.68359375,26216.986328125,26458.287109375,25953.677734375,26083.630859375
2023-08-21,26194.859375,25828.716796875,26201.90625,26270.029296875,26237.296875,25499.5390625,26441.099609375,25442.505859375,25638.19921875,26472.162109375,26328.01171875,26228.916015625,25920.11328125,25728.748046875,25745.513671875,26476.55859375,25693.103515625,26211.97265625,26308.875,25866.763671875,26705.759765625,26537.626953125,26241.23828125,26852.8515625,25644.765625,26516.775390625,26665.576171875,26421.095703125,25643.361328125,25664.892578125,25962.28515625,25827.69921875,26213.7890625,25765.935546875,25590.822265625,25529.162109375,26726.49609375,25673.001953125,26168.884765625,27040.3125,26154.21484375,25915.20703125,25961.4921875,25545.36328125,25413.294921875,26265.388671875,26048.7265625,26089.3125,26358.80078125,25748.765625,25891.416015625
2023-08-22,26074.375,25635.974609375,26200.62890625,26050.13671875,26122.0078125,25173.970703125,26272.478515625,25170.134765625,25400.76953125,26256.9921875,26138.49609375,26041.322265625,25663.68359375,25632.609375,25510.3515625,26457.52734375,25509.259765625,26207.09765625,26339.935546875,25725.779296875,26722.615234375,26291.716796875,26118.78515625,26767.9375,25619.07421875,26792.47265625,26611.404296875,26887.998046875,25449.79296875,25530.478515625,25748.3828125,25651.73828125,26155.17578125,25743.990234375,25355.896484375,25392.109375,26932.5234375,25514.361328125,26049.83984375,27049.373046875,25907.33203125,25763.853515625,25793.521484375,25298.662109375,25204.984375,26343.216796875,25785.978515625,25954.65234375,26256.69140625,25531.82421875,25769.576171875
