datetime,Ens0,Ens1,Ens2,Ens3,Ens4,Ens5,Ens6,Ens7,Ens8,Ens9,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Ens43,Ens44,Ens45,Ens46,Ens47,Ens48,Ens49,Ens50
2023-08-24,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393,22889.393
2023-08-25,22755.93,22764.176,22757.562,22765.629,22753.87,22756.156,22754.781,22758.799,22751.648,22756.156,22759.86,22760.98,22754.416,22756.887,22757.154,22752.5,22751.48,22751.52,22753.07,22760.049,22753.453,22757.162,22762.8,22754.564,22755.762,22756.021,22754.643,22761.754,22759.045,22760.469,22759.527,22756.441,22760.605,22760.252,22755.951,22753.049,22761.588,22756.14,22752.938,22752.547,22753.61,22762.129,22757.045,22755.352,22752.604,22754.725,22758.969,22755.588,22762.47,22763.467,22767.127
2023-08-26,22461.818,22468.984,22465.84,22474.291,22451.158,22456.557,22454.959,22471.625,22448.383,22463.096,22463.791,22463.602,22460.705,22464.527,22463.936,22453.785,22446.846,22447.133,22451.158,22470.11,22452.135,22460.516,22478.76,22458.814,22460.604,22465.701,22466.553,22462.053,22469.47,22465.139,22471.982,22461.117,22471.516,22467.44,22463.588,22450.627,22479.514,22465.012,22451.332,22451.756,22457.824,22474.137,22464.916,22457.701,22451.883,22459.582,22465.002,22464.29,22472.426,22476.094,22479.867
2023-08-27,22083.936,22085.287,22093.816,22099.623,22065.227,22076.098,22075.564,22105.799,22063.398,22087.428,22082.723,22087.836,22089.375,22091.873,22092.564,22081.275,22059.188,22064.264,22070.156,22100.527,22067.758,22085.756,22108.111,22091.035,22083.191,22103.434,22103.592,22083.512,22098.629,22084.035,22114.547,22084.742,22092.432,22098.947,22095.1,22065.514,22114.12,22089.459,22065.625,22072.715,22088.023,22105.611,22091.242,22078.484,22066.693,22081.785,22098.076,22098.967,22105.492,22105.287,22117.3
2023-08-28,21706.156,21695.375,21724.314,21720.633,21682.834,21698.025,21706.072,21744.57,21682.81,21704.008,21705.39,21717.414,21714.584,21722.12,21713.592,21711.762,21675.643,21700.062,21693.564,21737.27,21681.465,21708.96,21738.564,21728.535,21705.67,21748.004,21747.027,21705.893,21727.611,21703.527,21755.13,21712.027,21714.723,21736.096,21724.496,21681.557,21750.854,21710.822,21677.691,21705.016,21723.855,21735.684,21715.973,21700.598,21676.06,21705.463,21737.6,21734.135,21754.428,21729.896,21767.473
2023-08-29,21398.598,21373.102,21413.46,21399.646,21379.605,21390.28,21426.94,21466.795,21373.723,21388.15,21419.43,21411.357,21403.348,21418.62,21406.658,21415.797,21375.63,21425.135,21383.941,21457.41,21361.33,21395.336,21443.959,21444.018,21400.693,21473.143,21470.61,21411.389,21439.39,21400.916,21457.953,21423.143,21417.363,21447.473,21421.053,21359.031,21474.756,21431.03,21353.582,21416.363,21445.035,21429.326,21417.639,21404.809,21363.178,21412.416,21461.7,21436.408,21491.654,21439.574,21502.832
2023-08-30,21173.572,21119.305,21173.77,21152.639,21169.334,21144.914,21242.55,21273.555,21146.605,21150.844,21230.957,21173.38,21158.404,21179.752,21179.58,21196.992,21176.348,21232.621,21143.105,21266.104,21108.85,21154.316,21232.025,21238.928,21175.611,21291.375,21298.81,21205.258,21239.117,21190.357,21242.402,21214.916,21201.422,21271.088,21204.611,21099.701,21316.154,21259.559,21098.127,21209.52,21255.336,21199.059,21201.506,21191.963,21121.852,21193.691,21277.754,21220.86,21308.594,21249.398,21317.379
2023-08-31,20966.975,20862.77,20945.105,20917.135,20991.248,20909.064,21092.773,21100.268,20919.082,20934.734,21070.941,20938.848,20927.068,20942.137,20966.873,20989.955,20996.686,21048.668,20898.373,21082.91,20857.443,20926.041,21031.574,21045.47,20969.236,21134.672,21167.45,21012.1,21050.602,21007.377,21045.502,21022.395,20997.355,21154.021,21013.268,20839.02,21212.098,21100.105,20849.793,20997.816,21081.65,20988.559,20997.006,20982.053,20889.994,20991.02,21148.838,21020.162,21131.496,21092.64,21127.48
2023-09-01,20697.875,20527.258,20655.072,20620.56,20784.645,20607.16,20893.98,20860.736,20612.797,20659.814,20863.518,20628.287,20634.207,20624.143,20699.418,20722.625,20765.43,20794.32,20574.844,20836.25,20532.795,20635.373,20757.033,20796.412,20705.73,20921.592,20974.43,20752.965,20797.088,20792.193,20791.7,20773.41,20715.404,20992.432,20772.232,20499.266,21068.686,20897.574,20551.254,20704.512,20847.49,20729.277,20738.16,20708.758,20588.914,20731.98,21040.424,20755.87,20886.357,20875.145,20857.924
2023-09-02,20340.338,20095.543,20276.344,20250.217,20532.725,20213.15,20607.662,20513.086,20209.584,20292.922,20589.775,20217.78,20263.053,20207.854,20356.143,20377.64,20471.86,20442.31,20158.203,20517.984,20124.008,20255.193,20376.629,20462.52,20359.113,20639.55,20697.014,20422.334,20455.527,20533.643,20470.959,20444.38,20339.959,20740.754,20465.043,20058.365,20835.15,20643.229,20147.395,20313.684,20538.99,20397.975,20417.828,20360.746,20194.719,20397.344,20929.143,20426.354,20555.729,20558.92,20495.959
2023-09-03,19920.404,19618.766,19835.346,19836.898,20261.824,19779.645,20259.643,20091.973,19778.598,19852.758,20289.062,19743.293,19871.256,19739.453,19973.65,19996.809,20136.516,20037.656,19672.586,20140.805,19674.283,19812.387,19938.117,20094.602,19958.453,20309.193,20372.713,20077.773,20053.879,20240.38,20096.096,20050.469,19918.17,20427.367,20110.074,19547.748,20528.79,20354.453,19672.717,19850.566,20193.773,20021.957,20056.096,19965.531,19751.385,20018.87,20742.389,20041.943,20172.45,20177.893,20076.268
2023-09-04,19498.334,19139.264,19377.412,19435.35,20023.52,19387.088,19883.277,19657.43,19366.553,19393.777,19996.807,19251.594,19496.398,19275.904,19581.959,19648.945,19794.207,19636.791,19167.033,19741.354,19232.537,19354.154,19475.303,19764.193,19536.836,19950.145,20053.352,19759.027,19627.367,19962.055,19722.746,19645.924,19494.059,20092.31,19743.08,19012.467,20195.236,20039.566,19170.633,19357.248,19836.7,19658.521,19671.535,19565.424,19319.766,19646.783,20460.848,19642.453,19784.686,19771.164,19639.994
2023-09-05,19089.164,18685.602,18938.885,19077.855,19847.818,19056.5,19505.756,19246.605,19003.035,18978.48,19745.107,18775.783,19137.566,18857.928,19217.822,19342.104,19447.402,19285.34,18670.518,19380.244,18827.459,18921.133,19026.426,19581.566,19114.871,19586.912,19765.717,19498.127,19202.613,19720.006,19386.777,19281.82,19095.61,19774.5,19419.117,18487.717,19879.37,19737.773,18676.803,18881.725,19488.191,19347.621,19311.014,19203.062,18935.982,19299.281,20118.766,19246.195,19439.125,19360.645,19203.732
2023-09-06,18697.084,18268.367,18533.469,18778.727,19722.533,18774.766,19140.297,18893.777,18678.572,18600.72,19518.668,18333.113,18809.64,18490.717,18901.854,19072.504,19097.516,19006.55,18195.486,19056.277,18465.16,18533.477,18611.562,19559.889,18726.219,19242.232,19513.625,19278.416,18800.098,19518.326,19100.992,18976.574,18740.76,19487.982,19141.229,18008.77,19599.455,19465.379,18214.113,18444.174,19190.34,19082.27,19014.107,18900.818,18611.025,18994.754,19767.918,18869.883,19129.688,18951.64,18782.678
2023-09-07,18339.738,17881.986,18167.594,18524.422,19609.94,18555.572,18782.94,18618.162,18388.865,18259.537,19283.9,17931.16,18530.8,18199.268,18660.06,18844.512,18753.033,18763.826,17760.775,18748.45,18131.861,18191.914,18224.34,19641.525,18385.158,18925.621,19276.701,19093.23,18439.627,19346.129,18850.809,18755.146,18435.69,19245.191,18907.096,17576.227,19335.998,19215.01,17788.795,18051.51,18971.8,18822.422,18784.682,18650.19,18337.43,18744.297,19434.45,18533.857,18858.326,18542.783,18383.025
2023-09-08,18014.086,17520.393,17830.252,18277.46,19480.758,18431.264,18427.312,18423.678,18131.225,17964.652,19011.498,17556.57,18303.393,18011.42,18476.092,18642.246,18428.139,18543.059,17379.95,18460.959,17808.184,17874.781,17864.906,19774.205,18105.137,18615.713,19029.969,18937.512,18106.773,19164.86,18594.86,18604.139,18171.758,19048.729,18699.055,17211.129,19078.082,18979.795,17406.236,17692.943,18842.95,18546.213,18597.814,18448.512,18114.48,18564.346,19122.275,18255.266,18608.562,18133.814,18028.576
2023-09-09,17729.246,17172.086,17524.72,18061.729,19338.088,18367.105,18088.744,18331.957,17909.705,17748.41,18699.457,17200.467,18113.564,17951.21,18327.832,18457.398,18134.855,18332.275,17054.791,18186.82,17487.87,17558.32,17556.17,19950.033,17944.135,18316.852,18780.582,18799.943,17777.973,18943.02,18323.236,18526.922,17971.035,18902.564,18547.217,16923.607,18818.248,18778.22,17056.807,17365.041,18805.338,18251.756,18467.654,18273.52,17968.268,18449.941,18844.178,18000.53,18366.506,17725.963,17732.15
2023-09-10,17470.281,16837.299,17263.967,17896.906,19186.115,18347.363,17809.832,18387.072,17741.045,17598.06,18379.486,16851.137,17946.025,18049.691,18203.596,18293.709,17882.295,18142.377,16784.336,17968.367,17168.72,17241.432,17313.145,20266.666,18034.713,18047.754,18569.287,18662.146,17456.041,18707.562,18071.193,18511.666,17833.357,18812.047,18497.52,16728.46,18573.742,18619.828,16736.508,17087.924,18828.209,17965.6,18442.967,18105.824,17950.48,18355.703,18615.371,17764.105,18158.176,17339.838,17497.299
2023-09-11,17259.277,16526.814,17056.852,17787.01,19001.04,18457.115,17604.678,18565.152,17660.623,17508.893,18074.1,16527.72,17802.826,18345.938,18095.51,18178.615,17660.938,17985.328,16574.73,17831.908,16863.54,16946.854,17147.23,20936.646,18407.225,17823.652,18404.643,18494.084,17143.713,18503.166,17881.291,18576.053,17750.264,18783.139,18540.605,16654.736,18396.07,18482.7,16441.516,16900.645,18860.055,17750.018,18522.688,17942.438,18113.72,18294.004,18430.643,17563.318,18023.719,16971.037,17304.725
2023-09-12,17107.385,16240.881,16874.42,17774.145,18763.615,18714.488,17463.596,18763.17,17735.049,17548.361,17789.922,16243.43,17731.148,18836.0,17994.16,18132.928,17473.021,17951.396,16415.277,17835.111,16593.977,16713.836,17053.338,21880.807,18853.045,17652.38,18283.688,18286.143,16838.06,18351.314,17814.09,18778.041,17707.14,18826.434,18628.803,16710.44,18319.328,18356.22,16168.744,16852.188,18885.24,17696.29,18709.26,17788.53,18426.793,18271.537,18309.064,17412.053,17948.857,16635.605,17139.936
2023-09-13,17022.424,15980.595,16686.537,17964.438,18501.932,18997.861,17379.996,18848.184,17993.352,17795.89,17556.855,15990.675,17874.828,19533.736,17900.875,18132.062,17345.55,18145.336,16294.522,18010.582,16407.441,16569.984,17047.38,22518.904,19146.16,17510.582,18212.35,18066.627,16556.807,18273.361,17863.035,19191.121,17685.492,18952.438,18697.916,16902.812,18358.055,18274.13,15908.675,16967.447,18902.143,17893.594,19011.729,17651.973,18818.44,18293.275,18223.572,17295.299,17946.518,16357.216,17006.662
2023-09-14,16983.607,15748.544,16499.193,18459.842,18234.088,19114.48,17392.578,18750.197,18310.229,18156.37,17363.977,15763.437,18495.19,20338.87,17781.186,18100.703,17273.965,18667.836,16177.849,18308.732,16278.317,16513.393,17126.727,22507.08,19213.156,17402.152,18220.86,17849.697,16319.082,18318.576,18075.713,19831.455,17688.504,19147.293,18741.207,17311.008,18538.855,18233.557,15649.812,17169.768,18864.14,18242.047,19428.027,17569.318,19228.225,18388.19,18154.152,17219.67,18001.635,16111.315,16906.084
2023-09-15,16973.895,15563.15,16326.447,19163.623,17987.924,19049.99,17526.924,18506.281,18463.05,18372.635,17207.38,15566.984,19659.936,20959.88,17610.979,17981.19,17183.53,19441.373,16061.049,18626.752,16177.126,16531.979,17299.992,22024.672,19132.68,17332.74,18326.361,17646.383,16131.873,18492.201,18486.996,20594.773,17705.717,19376.984,18781.29,18121.688,18943.848,18197.66,15386.414,17315.305,18721.26,18421.768,19948.69,17572.027,19572.861,18584.928,18155.814,17211.02,18073.01,15914.326,16871.904
2023-09-16,16997.127,15449.541,16167.182,19797.16,17818.553,18864.549,17846.416,18221.178,18410.994,18289.59,17061.035,15396.746,20804.396,21157.852,17392.213,17789.049,17001.166,20179.273,16017.084,18873.352,16142.817,16638.615,17611.83,21383.6,19048.367,17307.574,18561.553,17465.695,16000.161,18701.55,19033.041,21232.145,17726.111,19562.766,18842.838,19225.416,19511.742,18146.973,15154.68,17353.984,18491.01,18292.201,20454.662,17674.715,19781.37,18786.72,18307.59,17281.04,18149.848,15784.583,16987.762
2023-09-17,17033.35,15388.927,16038.906,20340.252,17752.791,18613.32,18409.734,17997.082,18261.227,17997.604,16902.076,15275.948,21248.893,21000.865,17168.482,17548.186,16734.545,20598.373,16086.964,19049.422,16235.749,16830.936,18082.484,20795.863,19113.236,17312.488,18926.441,17311.453,15899.544,18880.482,19573.463,21528.29,17763.982,19642.76,18954.498,20142.338,20018.3,18067.693,14978.625,17304.951,18218.297,17959.943,20744.008,17858.877,19904.156,18910.28,18608.92,17401.482,18213.494,15750.369,17291.197
2023-09-18,17093.09,15317.284,15950.276,20842.209,17736.43,18344.352,19156.967,17888.785,18120.29,17654.059,16742.295,15237.165,21010.656,20672.492,16983.7,17287.568,16435.97,20751.297,16201.345,19161.32,16572.121,17041.861,18584.568,20348.256,19367.068,17321.67,19396.203,17216.588,15837.8125,19002.918,20029.014,21500.41,17817.057,19634.12,19099.963,20650.344,20346.012,17955.746,14863.325,17196.955,17952.191,17562.393,20772.229,18023.764,19999.377,18978.322,19069.658,17491.336,18256.69,15803.87,17703.041
