datetime,Ens0,Ens1,Ens2,Ens3,Ens4,Ens5,Ens6,Ens7,Ens8,Ens9,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Ens43,Ens44,Ens45,Ens46,Ens47,Ens48,Ens49,Ens50
2023-08-14,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125,26863.439453125
2023-08-15,26679.529296875,26680.07421875,26681.025390625,26680.580078125,26683.7109375,26680.30859375,26680.068359375,26683.625,26681.787109375,26680.517578125,26684.025390625,26680.650390625,26680.732421875,26682.72265625,26680.19140625,26680.017578125,26679.818359375,26680.830078125,26680.685546875,26679.845703125,26688.9296875,26680.37890625,26682.623046875,26680.11328125,26680.669921875,26679.83984375,26679.326171875,26680.623046875,26679.685546875,26684.3046875,26687.794921875,26683.001953125,26691.99609375,26683.267578125,26680.337890625,26679.626953125,26681.716796875,26681.146484375,26680.56640625,26681.25,26683.037109375,26679.634765625,26689.029296875,26681.111328125,26679.66796875,26684.0703125,26682.908203125,26690.5546875,26679.703125,26679.490234375,26686.197265625
2023-08-16,26536.6484375,26538.044921875,26549.763671875,26544.0390625,26557.068359375,26541.162109375,26539.23046875,26558.44921875,26562.4296875,26537.4140625,26554.0546875,26541.64453125,26546.814453125,26561.09375,26538.87109375,26537.103515625,26542.43359375,26546.060546875,26543.9609375,26536.779296875,26568.45703125,26540.1328125,26542.34375,26536.12109375,26544.802734375,26545.580078125,26533.9765625,26540.484375,26536.611328125,26553.234375,26559.138671875,26566.466796875,26587.193359375,26555.99609375,26539.375,26540.7890625,26551.412109375,26554.03125,26540.033203125,26548.833984375,26559.125,26535.314453125,26594.2890625,26550.423828125,26536.833984375,26563.96875,26554.494140625,26614.693359375,26535.169921875,26534.763671875,26571.3203125
2023-08-17,26428.1171875,26421.896484375,26477.767578125,26456.5859375,26506.021484375,26439.28515625,26442.21484375,26557.990234375,26597.654296875,26415.71484375,26465.783203125,26426.654296875,26478.716796875,26517.173828125,26474.19140625,26430.6015625,26565.740234375,26508.77734375,26447.873046875,26422.3828125,26486.94921875,26441.62890625,26420.306640625,26411.044921875,26459.673828125,26523.041015625,26407.310546875,26436.990234375,26414.92578125,26457.619140625,26447.208984375,26764.3125,26555.318359375,26509.701171875,26454.533203125,26439.455078125,26504.654296875,26634.73828125,26428.677734375,26461.486328125,26510.6015625,26409.20703125,26781.33984375,26517.896484375,26422.60546875,26604.8671875,26551.994140625,26899.62109375,26408.15625,26413.5390625,26522.650390625
2023-08-18,26334.744140625,26303.62109375,26397.49609375,26449.4296875,26565.25390625,26355.55859375,26413.66015625,26629.939453125,26820.26953125,26290.7578125,26390.267578125,26302.271484375,26465.2890625,26501.302734375,26524.150390625,26354.869140625,26857.607421875,26553.154296875,26363.408203125,26303.189453125,26405.390625,26356.984375,26274.525390625,26269.869140625,26425.076171875,26536.583984375,26273.224609375,26352.2578125,26274.568359375,26364.455078125,26327.984375,27341.208984375,26603.767578125,26486.8984375,26374.236328125,26346.96484375,26538.169921875,26970.798828125,26335.984375,26383.03515625,26505.771484375,26268.712890625,26973.3671875,26504.52734375,26311.248046875,26783.517578125,26631.2265625,27269.169921875,26262.9453125,26286.888671875,26511.23828125
2023-08-19,26223.71875,26156.078125,26278.716796875,26379.37890625,26538.251953125,26267.986328125,26317.5234375,26625.986328125,27000.76953125,26154.03125,26286.0234375,26137.30078125,26373.8515625,26448.46875,26483.71484375,26239.427734375,27008.86328125,26474.44921875,26257.77734375,26140.8203125,26288.09375,26221.40234375,26082.376953125,26084.75,26357.01171875,26477.357421875,26107.294921875,26229.41015625,26086.861328125,26253.537109375,26168.9453125,27567.615234375,26566.466796875,26387.296875,26212.76953125,26222.0234375,26522.6015625,27015.943359375,26215.869140625,26251.66796875,26435.88671875,26091.69921875,26854.1328125,26445.9375,26172.203125,26759.7265625,26573.822265625,27246.71484375,26078.8125,26134.056640625,26446.798828125
2023-08-20,26066.615234375,25969.888671875,26121.734375,26171.53515625,26365.01171875,26127.05078125,26117.7265625,26570.404296875,26875.470703125,26015.310546875,26140.947265625,25929.2265625,26211.802734375,26317.875,26310.904296875,26076.0234375,26865.845703125,26310.0546875,26104.263671875,25913.267578125,26122.333984375,26049.447265625,25845.990234375,25859.654296875,26204.267578125,26414.533203125,25908.15234375,26054.396484375,25848.916015625,26123.837890625,25977.271484375,27321.69921875,26348.92578125,26241.59375,26007.767578125,26034.60546875,26398.357421875,26782.421875,26037.25390625,26069.986328125,26299.021484375,25871.216796875,26685.673828125,26351.46484375,25992.876953125,26559.142578125,26416.013671875,27003.06640625,25851.814453125,25940.75390625,26321.6484375
2023-08-21,25872.046875,25765.068359375,25922.4921875,25956.865234375,26191.974609375,25978.666015625,25955.93359375,26487.5,26584.59765625,25917.388671875,25959.794921875,25700.275390625,26063.51171875,26114.03515625,26143.11328125,25916.775390625,26732.857421875,26179.734375,25904.32421875,25645.5390625,25912.783203125,25891.16015625,25576.2890625,25640.767578125,26047.990234375,26338.22265625,25734.14453125,25870.482421875,25609.84375,25971.767578125,25826.068359375,27044.083984375,26113.345703125,26061.13671875,25789.482421875,25792.24609375,26239.958984375,26630.46484375,25837.23828125,25872.0234375,26144.564453125,25623.765625,26543.33984375,26194.08203125,25786.595703125,26396.009765625,26250.318359375,26837.158203125,25597.03515625,25715.2578125,26228.8359375
2023-08-22,25657.21484375,25556.619140625,25705.271484375,25804.42578125,26060.24609375,25956.17578125,25831.8515625,26362.193359375,26347.439453125,25919.380859375,25745.896484375,25456.8203125,25928.8046875,25852.85546875,26026.873046875,25754.57421875,26783.91796875,26054.890625,25683.609375,25392.146484375,25665.3984375,25780.78515625,25305.4453125,25462.26953125,25937.576171875,26223.513671875,25656.251953125,25761.732421875,25432.11328125,25788.044921875,25791.162109375,26944.52734375,25946.09765625,25843.857421875,25559.115234375,25509.61328125,26094.322265625,26561.900390625,25655.43359375,25644.201171875,25968.365234375,25376.35546875,26342.947265625,25961.6328125,25560.640625,26266.16015625,26067.578125,26699.443359375,25325.5234375,25461.654296875,26181.673828125
2023-08-23,25414.34765625,25325.810546875,25464.65625,25686.59765625,25908.7890625,26041.189453125,25680.51171875,26148.794921875,26176.119140625,25943.212890625,25488.869140625,25177.0,25769.955078125,25533.095703125,25919.974609375,25541.998046875,26882.880859375,25861.958984375,25445.392578125,25162.1953125,25382.400390625,25696.396484375,25064.119140625,25296.140625,25824.724609375,26037.064453125,25668.5859375,25738.818359375,25312.00390625,25586.056640625,25837.533203125,26871.330078125,25801.734375,25592.103515625,25313.037109375,25190.2265625,25953.775390625,26450.34765625,25475.482421875,25375.595703125,25751.884765625,25132.029296875,26038.70703125,25655.841796875,25289.361328125,26093.78515625,25837.498046875,26452.591796875,25039.201171875,25176.611328125,26092.033203125
2023-08-24,25122.392578125,25052.31640625,25177.61328125,25528.779296875,25678.154296875,26031.509765625,25456.46875,25832.310546875,25967.5546875,25795.880859375,25175.572265625,24835.814453125,25541.6953125,25174.552734375,25756.77734375,25253.15234375,26850.08984375,25579.2109375,25171.5703125,24903.0,25050.150390625,25572.025390625,24845.28515625,25110.96875,25635.822265625,25763.494140625,25658.9609375,25669.884765625,25146.3515625,25358.947265625,25802.083984375,26699.099609375,25619.056640625,25306.388671875,25042.720703125,24822.8515625,25778.3125,26217.2421875,25247.318359375,25070.30078125,25467.4921875,24896.529296875,25632.439453125,25291.326171875,24952.091796875,25828.689453125,25552.4921875,26050.986328125,24738.958984375,24865.14453125,25871.923828125
2023-08-25,24778.09765625,24738.580078125,24840.828125,25283.185546875,25357.8984375,25778.30078125,25161.068359375,25463.53515625,25681.216796875,25389.947265625,24794.89453125,24437.775390625,25239.494140625,24815.919921875,25528.115234375,24900.365234375,26597.794921875,25220.951171875,24851.58984375,24566.13671875,24666.46875,25330.111328125,24597.083984375,24931.671875,25363.650390625,25435.595703125,25494.724609375,25416.083984375,24851.68359375,25095.671875,25573.330078125,26397.978515625,25375.81640625,24992.140625,24742.0,24420.435546875,25544.994140625,25855.171875,24943.373046875,24737.673828125,25108.2734375,24658.857421875,25157.96875,24909.880859375,24574.14453125,25464.509765625,25225.583984375,25513.974609375,24439.208984375,24544.396484375,25525.87109375
2023-08-26,24407.462890625,24399.24609375,24459.921875,24949.953125,24968.40234375,25320.8203125,24808.8984375,25106.568359375,25358.919921875,24820.72265625,24367.673828125,24010.078125,24911.6171875,24482.67578125,25271.5703125,24505.455078125,26183.6640625,24832.81640625,24498.138671875,24159.87109375,24257.99609375,24967.2734375,24292.53125,24778.33984375,25047.00390625,25078.283203125,25164.234375,24994.205078125,24443.84375,24818.671875,25201.404296875,26004.546875,25059.798828125,24649.466796875,24422.087890625,24026.2578125,25272.13671875,25425.67578125,24585.57421875,24409.7421875,24702.1875,24421.623046875,24666.59375,24551.337890625,24206.158203125,25048.6171875,24873.220703125,24907.951171875,24158.890625,24228.658203125,25122.19921875
2023-08-27,24055.501953125,24075.193359375,24076.4609375,24551.08984375,24558.966796875,24805.73828125,24440.7734375,24788.001953125,25043.748046875,24250.564453125,23946.298828125,23589.17578125,24609.662109375,24190.55078125,25005.486328125,24103.24609375,25734.37109375,24457.376953125,24164.919921875,23740.849609375,23871.123046875,24558.880859375,23979.0546875,24625.1640625,24728.189453125,24715.5546875,24758.69921875,24512.873046875,23994.6953125,24572.16796875,24781.033203125,25561.107421875,24680.83203125,24303.1484375,24089.76953125,23685.400390625,24981.65625,24998.19921875,24226.111328125,24116.1796875,24303.443359375,24203.4296875,24206.318359375,24235.009765625,23870.47265625,24645.77734375,24521.640625,24327.65625,23918.25,23940.45703125,24728.24609375
2023-08-28,23756.357421875,23796.046875,23751.396484375,24122.1328125,24177.322265625,24372.2578125,24119.71484375,24517.125,24756.107421875,23787.5546875,23582.30859375,23206.40625,24369.435546875,23952.779296875,24746.54296875,23723.271484375,25331.72265625,24124.4921875,23885.75390625,23360.595703125,23548.61328125,24184.18359375,23729.3359375,24446.646484375,24438.73046875,24372.3828125,24378.330078125,24073.349609375,23569.6953125,24395.265625,24393.3671875,25106.869140625,24283.87109375,24020.021484375,23751.568359375,23425.1640625,24696.37890625,24609.662109375,23908.09765625,23866.505859375,23973.220703125,24013.3828125,23810.77734375,23974.287109375,23583.14453125,24320.103515625,24209.52734375,23883.6875,23726.435546875,23689.44921875,24368.828125
