datetime,Ens0,Ens1,Ens2,Ens3,Ens4,Ens5,Ens6,Ens7,Ens8,Ens9,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Ens43,Ens44,Ens45,Ens46,Ens47,Ens48,Ens49,Ens50
2023-08-19,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719,21878.47022036719
2023-08-20,21946.669921875,21945.697265625,21947.232421875,21946.734375,21946.869140625,21946.3984375,21946.662109375,21948.39453125,21946.92578125,21947.73046875,21948.556640625,21948.7421875,21946.0,21946.2265625,21946.818359375,21946.796875,21947.1171875,21948.380859375,21946.60546875,21946.3828125,21949.865234375,21946.580078125,21947.998046875,21946.365234375,21947.43359375,21946.826171875,21948.50390625,21946.62109375,21946.6640625,21945.458984375,21948.166015625,21952.544921875,21951.859375,21947.93359375,21945.79296875,21946.291015625,21946.478515625,21946.130859375,21949.23046875,21946.3671875,21947.10546875,21946.36328125,21949.32421875,21946.150390625,21946.6875,21951.037109375,21946.658203125,21946.158203125,21947.32421875,21948.375,21949.205078125
2023-08-21,22162.49609375,22158.443359375,22163.2734375,22161.658203125,22162.470703125,22160.458984375,22162.0546875,22169.283203125,22161.267578125,22163.26953125,22169.046875,22166.646484375,22158.517578125,22159.185546875,22164.869140625,22164.0078125,22163.0625,22165.072265625,22162.61328125,22161.42578125,22171.220703125,22163.6484375,22165.263671875,22160.87109375,22161.201171875,22160.74609375,22167.37890625,22159.75,22159.8828125,22156.17578125,22166.83984375,22168.791015625,22171.70703125,22171.044921875,22155.7265625,22157.919921875,22158.94921875,22158.056640625,22168.578125,22158.48046875,22163.509765625,22163.587890625,22169.513671875,22158.9765625,22161.90625,22171.59375,22161.142578125,22159.787109375,22164.810546875,22171.048828125,22170.2578125
2023-08-22,22511.935546875,22497.302734375,22515.83203125,22510.474609375,22519.1015625,22504.447265625,22513.82421875,22529.44921875,22511.171875,22507.150390625,22519.48828125,22519.5234375,22496.279296875,22501.91015625,22512.998046875,22515.611328125,22509.236328125,22513.287109375,22514.5078125,22503.703125,22529.52734375,22522.84375,22514.845703125,22500.0390625,22500.412109375,22509.44921875,22517.46484375,22497.033203125,22503.546875,22494.564453125,22518.984375,22519.6875,22522.111328125,22534.041015625,22489.2265625,22493.326171875,22496.08203125,22495.03125,22527.94140625,22496.115234375,22521.591796875,22520.87109375,22524.318359375,22504.57421875,22513.806640625,22524.982421875,22501.49609375,22496.52734375,22514.955078125,22529.734375,22537.4375
2023-08-23,22829.966796875,22799.80078125,22845.8671875,22826.552734375,22854.875,22817.76953125,22838.337890625,22856.005859375,22845.359375,22819.63671875,22831.03125,22845.201171875,22798.935546875,22806.505859375,22830.646484375,22839.82421875,22816.5703125,22823.91015625,22833.42578125,22810.927734375,22863.7421875,22844.515625,22824.4921875,22797.9375,22804.77734375,22821.9140625,22838.037109375,22791.203125,22822.16796875,22795.734375,22834.2578125,22838.642578125,22835.630859375,22860.470703125,22779.5546875,22793.828125,22805.326171875,22794.462890625,22863.59375,22801.767578125,22862.388671875,22844.134765625,22844.640625,22826.28515625,22837.8828125,22850.193359375,22800.3828125,22790.478515625,22829.453125,22855.05859375,22881.525390625
2023-08-24,22928.216796875,22880.92578125,22961.07421875,22926.41015625,22977.095703125,22916.865234375,22952.435546875,22964.068359375,22974.8125,22927.80859375,22928.099609375,22968.037109375,22885.279296875,22900.650390625,22919.8515625,22957.091796875,22907.80859375,22911.009765625,22928.927734375,22905.40625,22975.50390625,22954.8515625,22912.75390625,22873.720703125,22887.4375,22938.63671875,22941.2421875,22860.01171875,22932.857421875,22879.140625,22935.71484375,22934.17578125,22933.267578125,22969.41015625,22842.51953125,22869.349609375,22910.43359375,22881.462890625,22995.263671875,22910.736328125,22983.876953125,22951.814453125,22953.248046875,22956.27734375,22948.044921875,22968.244140625,22870.693359375,22866.494140625,22929.021484375,22952.546875,23019.669921875
2023-08-25,22752.955078125,22701.42578125,22802.38671875,22762.755859375,22828.541015625,22751.67578125,22792.880859375,22802.572265625,22854.54296875,22792.66015625,22752.322265625,22842.2578125,22708.75390625,22725.830078125,22727.8046875,22824.69140625,22737.23046875,22727.01953125,22755.740234375,22732.755859375,22817.501953125,22807.4296875,22740.162109375,22678.890625,22713.453125,22806.623046875,22786.70703125,22646.49609375,22780.5,22695.8671875,22787.6796875,22744.201171875,22771.05859375,22815.05859375,22633.396484375,22673.869140625,22765.478515625,22703.279296875,22878.009765625,22774.033203125,22833.1484375,22811.001953125,22799.96875,22836.17578125,22793.056640625,22819.361328125,22667.177734375,22674.50390625,22756.34765625,22775.22265625,22900.48828125
2023-08-26,22364.888671875,22313.03515625,22417.1953125,22388.091796875,22473.18359375,22375.22265625,22418.75,22434.4609375,22526.380859375,22475.775390625,22377.576171875,22525.85546875,22328.501953125,22337.138671875,22329.1953125,22524.55859375,22356.8828125,22330.67578125,22374.271484375,22338.169921875,22461.361328125,22435.5546875,22361.248046875,22270.234375,22335.783203125,22458.62890625,22449.6171875,22228.37109375,22414.41796875,22321.63671875,22463.11328125,22338.751953125,22395.19921875,22431.029296875,22218.490234375,22271.365234375,22414.990234375,22309.353515625,22561.759765625,22426.3203125,22494.65625,22480.31640625,22443.93359375,22492.466796875,22440.568359375,22459.294921875,22246.71484375,22285.646484375,22357.44921875,22396.208984375,22583.896484375
2023-08-27,21883.529296875,21817.486328125,21926.73046875,21916.630859375,22019.712890625,21904.927734375,21940.953125,21954.67578125,22127.369140625,22078.337890625,21905.48828125,22125.533203125,21854.595703125,21859.654296875,21842.771484375,22179.771484375,21873.990234375,21838.296875,21909.919921875,21821.361328125,22036.3671875,21943.654296875,21885.390625,21749.251953125,21858.15234375,21997.767578125,22057.228515625,21713.146484375,21956.392578125,21849.837890625,22087.494140625,21836.5390625,21915.685546875,21908.40234375,21705.244140625,21760.72265625,21964.896484375,21804.28515625,22134.544921875,21977.59765625,22084.8671875,22064.556640625,21991.005859375,22022.41796875,22010.21875,22014.2109375,21717.3984375,21808.677734375,21837.21484375,21923.119140625,22176.125
2023-08-28,21412.806640625,21305.94921875,21441.408203125,21459.2265625,21553.625,21443.6484375,21448.84375,21454.296875,21768.5546875,21683.4375,21400.693359375,21726.484375,21370.65234375,21388.916015625,21348.001953125,21871.79296875,21383.4375,21389.466796875,21479.025390625,21294.974609375,21639.501953125,21447.24609375,21421.62109375,21201.87109375,21383.16796875,21538.734375,21734.94140625,21187.265625,21497.87109375,21357.76953125,21754.4453125,21328.240234375,21436.197265625,21353.46875,21170.353515625,21238.130859375,21515.046875,21286.1640625,21705.779296875,21545.9453125,21706.6328125,21648.392578125,21532.41015625,21505.1171875,21597.828125,21590.791015625,21206.455078125,21333.51171875,21298.55078125,21434.58203125,21776.771484375
